App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Location
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,39000000,500000,Free,0.0,Mature 17+,Adventure,02-01-2018,1.3.7,4.3 and up,India
Dr.Slender Ep 1 Guide (Eng),GAME,4.0,454,27000000,10000,Free,0.0,Teen,Arcade,02-12-2014,1,2.3 and up,UK
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,7200000,100000,Free,0.0,Teen,Adventure,24-05-2014,2,2.2 and up,UK
What's Your Story?™ ft Charmed,FAMILY,4.1,39661,47000000,1000000,Free,0.0,Teen,Role Playing,02-08-2018,1.10.4,5.0 and up,USA
EP Gem Hunter,GAME,4.6,79,31000000,1000,Free,0.0,Everyone 10+,Action,17-01-2016,1.1.0,2.3 and up,Australia
EP Chain Reaction,FAMILY,3.9,249,21000000,10000,Free,0.0,Everyone,Casual;Brain Games,10-04-2016,1.2.2,2.3 and up,Canada
Gate Of Death Ep: 1,GAME,4.4,7,34000000,100,Free,0.0,Everyone,Adventure,07-10-2016,1.1,2.3 and up,Australia
Sonic 4™ Episode I,GAME,3.7,8014,37000000,100000,Paid,2.99,Everyone,Arcade,04-04-2016,1.5.0,2.2 and up,UK
Naruto Shippuden - Watch Free!,VIDEO_PLAYERS,3.9,141515,5700000,10000000,Free,0.0,Teen,Video Players & Editors,23-04-2014,0.6.0,2.3 and up,UK
Operate Now: Hospital,FAMILY,4.3,254861,52000000,10000000,Free,0.0,Teen,Simulation,01-08-2018,1.20.3,4.4 and up,India
Multi Surgery ER Emergency Hospital : Doctor Game,FAMILY,4.1,227,69000000,10000,Free,0.0,Teen,Educational,21-06-2018,1.2,4.0 and up,USA
ER Surgery Simulator,FAMILY,3.6,19601,56000000,1000000,Free,0.0,Everyone 10+,Casual,06-06-2018,1.0.4,4.1 and up,Canada
Dentist Surgery ER Emergency Doctor Hospital Games,FAMILY,3.5,2580,53000000,100000,Free,0.0,Everyone,Simulation,06-07-2018,10,4.1 and up,USA
Eye Transplant : ER Emergency Hospital,FAMILY,3.9,1938,62000000,1000000,Free,0.0,Teen,Educational,25-05-2018,1.6,4.1 and up,UK
Lifeguard Beach Rescue ER Emergency Hospital Games,FAMILY,3.9,519,76000000,100000,Free,0.0,Everyone,Simulation,07-08-2018,12,4.1 and up,USA
Hospital ER Emergency Heart Surgery: Doctor Games,FAMILY,3.8,1652,71000000,100000,Free,0.0,Everyone,Simulation,11-07-2018,10,4.1 and up,Australia
Superhero Doctor 2 -ER Surgery,FAMILY,4.0,39647,72000000,10000000,Free,0.0,Everyone 10+,Casual,30-09-2017,1.7,4.0.3 and up,USA
Noot-Noot-er!,FAMILY,4.5,74,2800000,5000,Free,0.0,Everyone,Entertainment,22-11-2017,2,4.0.3 and up,Australia
Doctor X - ER On Wheels,FAMILY,3.6,12781,51000000,1000000,Free,0.0,Everyone,Casual;Pretend Play,06-06-2018,1.0.9,4.1 and up,Australia
Foot Surgery Hospital Simulator: ER Doctor Games,FAMILY,3.9,314,28000000,100000,Free,0.0,Everyone,Casual,15-01-2018,1.1,5.1 and up,Australia
ER Heart Surgery - Emergency Simulator Game,FAMILY,4.3,429,40000000,100000,Free,0.0,Everyone,Educational,19-07-2018,2,4.1 and up,Canada
Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4.0,325,27000000,50000,Free,0.0,Everyone,Educational,12-06-2018,1.2,4.1 and up,India
Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,3.7,3482,37000000,500000,Free,0.0,Everyone,Casual,07-08-2018,1.6,4.4 and up,Canada
Shoulder Surgery ER Emergency Doctor Game,FAMILY,3.9,55,46000000,10000,Free,0.0,Teen,Educational,07-11-2017,1.0.1,4.0 and up,Australia
Superhero Doctor 3 ER Surgery,FAMILY,4.2,2801,50000000,500000,Free,0.0,Everyone,Casual,22-03-2017,1,4.0.3 and up,USA
Mom Doctor ER Emergency Family Game,FAMILY,3.5,173,49000000,10000,Free,0.0,Everyone,Educational,26-01-2018,1.0.0,4.1 and up,Canada
ER Blood Draw Doctor & Surgeon,FAMILY,4.0,154,58000000,50000,Free,0.0,Teen,Educational,13-06-2018,1.8,4.0.3 and up,UK
"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,3.8,25,41000000,1000,Free,0.0,Teen,Educational,21-07-2017,1.1,2.3 and up,Australia
Super Doctor 1-Pregnant Mom ER Surgery Simulator,FAMILY,4.1,290,73000000,10000,Free,0.0,Teen,Role Playing,23-05-2018,1,4.3 and up,Australia
Multi Surgery Hospital Pro: Virtual Doctor ER Game,FAMILY,4.2,23,33000000,1000,Free,0.0,Teen,Casual,03-04-2018,1,4.1 and up,UK
Clumsy Santa ER Surgery,FAMILY,4.1,214,46000000,100000,Free,0.0,Teen,Casual,22-12-2016,1,4.0.3 and up,USA
Little Eye Surgery Simulator - ER Doctor Game,FAMILY,4.4,12,19000000,1000,Free,0.0,Teen,Casual,20-04-2018,1,2.3 and up,India
Spinal Cord Surgery Doctor: Operation ER surgery,FAMILY,3.7,52,32000000,10000,Free,0.0,Everyone 10+,Role Playing,26-02-2018,1,4.1 and up,Australia
Super Doctor 2 - My Newborn Baby ER Injection,FAMILY,4.7,54,92000000,1000,Free,0.0,Teen,Role Playing,25-06-2018,1,4.3 and up,India
Virtual Brain Surgery Simulator : Kid ER Emergency,FAMILY,3.8,20,55000000,5000,Free,0.0,Teen,Educational,23-02-2018,1.1,4.0 and up,Australia
Crazy ER Open Heart Surgery Simulator,FAMILY,4.0,2936,45000000,500000,Free,0.0,Everyone,Simulation,26-10-2017,1.5,4.0 and up,USA
ER Injection Simulator: Blood Test Doctor Hospital,FAMILY,4.2,3263,47000000,1000000,Free,0.0,Everyone 10+,Role Playing,29-05-2018,2.6.4,4.1 and up,Australia
Kids Doctor ER Emergency Rescue Kids Hospital Game,FAMILY,3.8,515,85000000,100000,Free,0.0,Everyone,Simulation,20-07-2018,7,4.1 and up,UK
Heart Surgery Doctor - ER Emergency Game,FAMILY,3.9,2510,48000000,500000,Free,0.0,Everyone 10+,Educational,19-07-2018,2.1,4.1 and up,USA
Virtual Mom Surgery Doctor : ER Emergency Hospital,FAMILY,4.0,1130,77000000,100000,Free,0.0,Teen,Educational,15-05-2018,1.4,4.0 and up,India
ER Doctor Kids Emergency Room,FAMILY,3.1,4798,30000000,500000,Free,0.0,Teen,Casual,13-06-2018,1.9,4.0.3 and up,India
ER Assist,PRODUCTIVITY,5.0,3,28000000,10,Free,0.0,Everyone,Productivity,06-12-2016,0.1.7,4.1 and up,USA
Blood Injection : ER Emergency Doctor ER injection,FAMILY,3.5,246,35000000,50000,Free,0.0,Teen,Casual,23-09-2016,1,2.3 and up,UK
Lead'er,FINANCE,4.1,54,5800000,5000,Free,0.0,Everyone,Finance,20-03-2018,1.5,4.0 and up,USA
Doctor Games For Girls - Hospital ER,FAMILY,4.5,51,39000000,5000,Free,0.0,Everyone,Casual,16-04-2018,2.1,4.1 and up,Canada
Open Heart Surgery Hospital ER: Crazy Doctor Sim,FAMILY,4.7,7,25000000,1000,Free,0.0,Teen,Casual,05-04-2018,1,4.1 and up,UK
Hand Doctor Games ER Surgery Simulator,FAMILY,4.1,120,32000000,10000,Free,0.0,Everyone,Casual,13-03-2018,2,4.1 and up,USA
ER Doctor City Emergency - Surgery City Doc FREE,FAMILY,3.9,1909,84000000,100000,Free,0.0,Teen,Educational,13-06-2018,2.1,4.0.3 and up,Canada
ER Hospital Simulator,FAMILY,4.0,286,60000000,100000,Free,0.0,Everyone,Simulation,28-06-2018,4,4.0.3 and up,UK
DMC ER Now,MEDICAL,4.3,6,5300000,1000,Free,0.0,Everyone,Medical,16-03-2017,1.4,2.3 and up,India
Nose Surgery ER Simulator Lite,FAMILY,3.1,269,39000000,50000,Free,0.0,Teen,Educational,03-06-2017,1,4.0 and up,USA
Cardinal Glennon ER Reference,MEDICAL,4.2,19,20000000,1000,Free,0.0,Everyone 10+,Medical,21-09-2017,1.8.3,4.1 and up,Canada
The NBC App - Watch Live TV and Full Episodes,FAMILY,4.1,58104,17000000,5000000,Free,0.0,Teen,Entertainment,05-07-2018,4.18.1,4.1 and up,Australia
Fill 'er Up,TRAVEL_AND_LOCAL,3.2,58,18000,5000,Free,0.0,Everyone,Travel & Local,27-02-2017,1.1,1.6 and up,UK
Ankle Surgery ER Emergency,FAMILY,3.3,10449,29000000,1000000,Free,0.0,Teen,Educational,02-12-2016,1.7,2.3 and up,India
ES File Explorer/Manager PRO,PRODUCTIVITY,4.7,81614,6600000,500000,Paid,2.99,Everyone,Productivity,11-07-2018,Pro 1.1.4.1,4.0 and up,India
ES Task Manager (Task Killer ),BUSINESS,4.3,171771,3200000,10000000,Free,0.0,Everyone,Business,15-01-2018,2.0.6.4,2.1 and up,UK
ES Audio Player ( Shortcut ),VIDEO_PLAYERS,4.2,1236,33000,100000,Free,0.0,Everyone,Video Players & Editors,17-07-2013,1.1,2.2 and up,Canada
ES Disk Analyzer - Storage Space,PRODUCTIVITY,4.7,5867,4400000,100000,Free,0.0,Everyone,Productivity,31-10-2017,1.0.2.9,4.0 and up,UK
ES App Locker,TOOLS,4.3,32207,3400000,1000000,Free,0.0,Everyone,Tools,16-08-2017,1.1.8.2,2.1 and up,India
ES Chromecast plugin,LIBRARIES_AND_DEMO,4.2,23859,860000,1000000,Free,0.0,Everyone,Libraries & Demo,29-10-2014,1,4.0 and up,India
ES Material Theme for Pro,PRODUCTIVITY,4.2,14428,1200000,1000000,Free,0.0,Everyone,Productivity,03-12-2015,2.0.3,2.2 and up,Canada
ES Holo Theme for Pro,PRODUCTIVITY,4.2,4737,1700000,500000,Free,0.0,Everyone,Productivity,26-11-2015,2.0.3,2.0 and up,UK
ES File Explorer,TOOLS,4.1,278,2800000,100000,Free,0.0,Everyone,Tools,02-07-2018,3.1.5,4.0 and up,Canada
ES Dark Theme for free,TOOLS,4.2,7851,364000,1000000,Free,0.0,Everyone,Tools,22-08-2017,2.0.7,4.0 and up,India
ES Classic Theme,TOOLS,4.3,20865,2200000,1000000,Free,0.0,Everyone,Tools,30-10-2015,2.0.3,2.1 and up,India
ES Themes -- Classic Theme,PERSONALIZATION,4.4,77609,1900000,1000000,Free,0.0,Everyone,Personalization,24-04-2015,1.14,1.6 and up,Canada
ES Holo Theme,TOOLS,4.3,11449,1700000,500000,Free,0.0,Everyone,Tools,02-02-2016,2.0.4,2.0 and up,USA
"ES File Explorer & Manager, Locker Xplorer 2018",TOOLS,3.5,11,3000000,1000,Free,0.0,Everyone,Tools,17-03-2018,1.2,4.2 and up,Australia
ES Summer Chill Theme for Free,TOOLS,4.3,940,387000,100000,Free,0.0,Everyone,Tools,24-08-2017,2.0.7,4.0 and up,Australia
Furrion ES Control,VIDEO_PLAYERS,1.8,26,2700000,5000,Free,0.0,Everyone,Video Players & Editors,29-09-2016,1,4.2 and up,USA
OpenGL ES Extensions - The OpenGL Utility,TOOLS,4.2,513,2000000,50000,Free,0.0,Everyone,Tools,06-05-2018,5.0.5,4.0 and up,India
File Ex - ES File Explorer,TOOLS,4.2,24,5000000,1000,Free,0.0,Everyone,Tools,27-12-2017,1.1.6,4.2 and up,Australia
OpenGL ES CapsViewer,TOOLS,4.6,78,375000,10000,Free,0.0,Everyone,Tools,01-04-2018,0.6,4.3 and up,Australia
ES-IPTV,VIDEO_PLAYERS,4.0,944,11000000,50000,Free,0.0,Everyone,Video Players & Editors,15-10-2017,4.2.1,4.1 and up,India
OpenGL-ES Info,TOOLS,4.3,249,626000,10000,Free,0.0,Everyone,Tools,08-08-2013,1.4,1.6 and up,Canada
Dr. ES PV Calculator,TOOLS,5.0,19,11000000,500,Free,0.0,Everyone,Tools,11-03-2018,3.4.7.2.16,4.1 and up,Australia
ES File Explorer & File Manager 2018,TOOLS,3.8,24,2900000,5000,Free,0.0,Everyone,Tools,17-03-2018,1.1,4.2 and up,USA
HTC Sense Input - ES,TOOLS,4.3,3509,6500000,1000000,Free,0.0,Everyone,Tools,30-10-2015,1.0.612919,5.0 and up,Canada
2019 Tricks Es File Explores,TOOLS,3.0,4,2000000,1000,Free,0.0,Everyone,Tools,16-03-2016,1,2.2 and up,Canada
ES Billing System (Offline App),PRODUCTIVITY,5.0,1,4200000,100,Free,0.0,Everyone,Productivity,17-05-2018,1,4.1 and up,Canada
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,380,6700000,10000,Free,0.0,Everyone,Entertainment,11-03-2014,1,4.3 and up,India
Advanced calculator fx 991 es plus & 991 ms plus,FAMILY,4.7,7252,9200000,500000,Free,0.0,Everyone,Education,02-08-2018,3.3.1-build-02-08-2018-19-release,4.0 and up,USA
ES Solar,BUSINESS,5.0,3,4700000,100,Free,0.0,Everyone,Business,17-05-2018,1.2,4.1 and up,UK
File Manager by Xiaomi: release file storage space,TOOLS,4.8,337532,15000000,10000000,Free,0.0,Everyone,Tools,11-07-2018,V1-180703,4.4 and up,Canada
ESLock File Recovery Lite,PRODUCTIVITY,3.0,460,161000,50000,Free,0.0,Everyone,Productivity,05-01-2016,1.5.9,4.0.3 and up,USA
Castle Clash: Epic Empire ES,FAMILY,4.6,584070,24000000,5000000,Free,0.0,Everyone 10+,Strategy,18-07-2018,1.4.1,4.1 and up,India
¿Es Vegan?,FOOD_AND_DRINK,4.6,438,1700000,10000,Free,0.0,Everyone,Food & Drink,01-08-2017,2.2.3,3.0 and up,Canada
Moto File Manager,TOOLS,4.1,38679,5900000,10000000,Free,0.0,Everyone,Tools,01-02-2018,v3.7.93,5.0 and up,Australia
School scientific calculator fx 500 es plus 500 ms,FAMILY,4.6,1553,9200000,100000,Free,0.0,Everyone,Education,02-08-2018,3.3.1-build-02-08-2018-19-release,4.0 and up,Canada
Esto Es Guerra TVN,FAMILY,4.5,1303,13000000,100000,Free,0.0,Everyone,Entertainment,24-07-2018,1.7.2,4.1 and up,UK
ET Markets : NSE & BSE India,FINANCE,4.2,24980,9200000,1000000,Free,0.0,Everyone,Finance,16-07-2018,2.1.3,4.1 and up,Canada
ET Telecom from Economic Times,NEWS_AND_MAGAZINES,4.7,273,6300000,10000,Free,0.0,Everyone,News & Magazines,07-08-2018,2.9.0,4.1 and up,Australia
Égalité et Réconciliation,NEWS_AND_MAGAZINES,4.9,58,3800000,500,Paid,2.99,Everyone,News & Magazines,26-05-2018,1.1.1,5.0 and up,Canada
Economic Times : Market News Go Edition,NEWS_AND_MAGAZINES,4.3,39,4200000,5000,Free,0.0,Everyone,News & Magazines,18-04-2018,1.0.4,4.1 and up,USA
Hymnes et Louanges,BOOKS_AND_REFERENCE,4.4,1877,5700000,100000,Free,0.0,Everyone,Books & Reference,21-03-2017,2.4.1,4.1 and up,USA
Lire avec Sami et Julie,FAMILY,3.6,569,18000000,100000,Free,0.0,Everyone,Educational;Education,13-06-2014,1.2,2.2 and up,USA
Lettre et demande d'emploi,FAMILY,4.6,302,9900000,100000,Free,0.0,Everyone,Education,02-01-2018,1,4.0 and up,India
Blagues et Histoires Drôles,FAMILY,3.9,859,5300000,100000,Free,0.0,Teen,Entertainment,18-02-2017,0.0.2,4.1 and up,USA
Lettre de motivation et CV,FAMILY,4.3,979,9900000,100000,Free,0.0,Everyone,Education,30-07-2018,2,4.0 and up,India
Anime et Manga Amino en Français,SOCIAL,4.8,3782,63000000,50000,Free,0.0,Teen,Social,13-07-2018,1.8.19106,4.0.3 and up,USA
Google News,NEWS_AND_MAGAZINES,3.9,878065,13000000,1000000000,Free,0.0,Teen,News & Magazines,01-08-2018,5.2.0,4.4 and up,USA
Beauty and the Beast,FAMILY,4.4,70883,31000000,1000000,Free,0.0,Everyone,Puzzle;Creativity,07-08-2018,1.7.6,4.2 and up,USA
iTranslate Translator & Dictionary,PRODUCTIVITY,4.3,201718,35000000,10000000,Free,0.0,Everyone,Productivity,11-07-2018,4.6.15,4.1 and up,India
Oggy,GAME,4.5,49971,61000000,5000000,Free,0.0,Everyone,Arcade,29-08-2017,1.3.1,4.0.3 and up,USA
Amino: Communities and Chats,SOCIAL,4.8,1264084,62000000,10000000,Free,0.0,Teen,Social,07-08-2018,1.8.19179,4.0.3 and up,Australia
Nike Training Club - Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,251618,93000000,10000000,Free,0.0,Everyone,Health & Fitness,18-07-2018,5.14.0,5.0 and up,Canada
Pocket Mortys,FAMILY,4.5,174215,93000000,10000000,Free,0.0,Everyone,Simulation,03-08-2018,2.5.2,4.1 and up,UK
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122512,79000,10000000,Free,0.0,Everyone,Communication,02-09-2015,0.1.100944346,4.0.3 and up,Australia
"Ideal Weight, BMI Calculator",HEALTH_AND_FITNESS,4.2,112384,5000000,5000000,Free,0.0,Everyone,Health & Fitness,23-02-2018,2.1.0,4.1 and up,India
Offline Maps & Navigation,TRAVEL_AND_LOCAL,4.7,193364,33000000,5000000,Free,0.0,Everyone,Travel & Local,07-06-2018,17.4.1,4.0.3 and up,India
Voice changer with effects,FAMILY,4.2,1260903,8700000,50000000,Free,0.0,Everyone,Entertainment,02-08-2018,3.4.8,4.1 and up,Australia
Fitness & Bodybuilding,HEALTH_AND_FITNESS,4.6,95201,61000000,5000000,Free,0.0,Everyone,Health & Fitness,09-07-2018,2.4.1,4.1 and up,India
EU Mobile Money,FINANCE,3.9,460,6100000,100000,Free,0.0,Everyone,Finance,16-07-2018,1.6,4.0 and up,Australia
European Union Simulator,FAMILY,3.6,688,26000000,50000,Free,0.0,Everyone,Simulation,20-09-2016,1.2,4.0.3 and up,Australia
EU Charter,BOOKS_AND_REFERENCE,4.6,33,37000000,1000,Free,0.0,Everyone,Books & Reference,16-01-2017,1.0.3,4.0 and up,UK
EU Flags Free Live Wallpaper,PERSONALIZATION,3.4,730,2300000,100000,Free,0.0,Everyone,Personalization,18-11-2013,1.95,2.1 and up,India
myLPG.eu,TRAVEL_AND_LOCAL,4.2,556,4400000,50000,Free,0.0,Everyone,Travel & Local,25-07-2018,1.95,4.0 and up,UK
YouCamp EU,TRAVEL_AND_LOCAL,3.4,39,32000000,1000,Paid,2.56,Everyone,Travel & Local,20-07-2013,1.3.1,2.2 and up,UK
EU Economy,PRODUCTIVITY,3.6,47,879000,5000,Free,0.0,Everyone,Productivity,19-12-2017,9,4.2 and up,UK
Flag of European Union,PERSONALIZATION,4.2,36,5300000,1000,Free,0.0,Everyone,Personalization,10-12-2016,2,2.3.3 and up,USA
EU Data Protection,BOOKS_AND_REFERENCE,3.5,29,17000000,1000,Free,0.0,Everyone,Books & Reference,15-07-2016,2,4.0.3 and up,Australia
Flag Of European Union LWP,PERSONALIZATION,4.3,88,4200000,1000,Free,0.0,Everyone,Personalization,24-01-2018,7,4.0.3 and up,Australia
Council Voting Calculator,COMMUNICATION,3.9,33,3400000,5000,Free,0.0,Everyone,Communication,06-01-2017,2.3.0,4.1 and up,USA
EU Flags Live Wallpaper,PERSONALIZATION,4.3,444,12000000,10000,Paid,0.99,Everyone,Personalization,18-11-2013,1.95,2.1 and up,India
EU FTL Calculator,BUSINESS,3.6,60,1800000,10000,Free,0.0,Everyone,Business,01-06-2018,1.5.1,4.1 and up,UK
Passenger rights,TRAVEL_AND_LOCAL,3.9,442,2500000,50000,Free,0.0,Everyone,Travel & Local,16-01-2018,1.1.3,4.0.3 and up,India
EU Mobile Money Partenaire Commercial,FINANCE,4.3,70,3900000,10000,Free,0.0,Everyone,Finance,14-05-2018,1.3,4.0.3 and up,USA
Eurostat Country Profiles,PRODUCTIVITY,3.7,87,2000000,10000,Free,0.0,Everyone,Productivity,12-04-2018,37,4.0.3 and up,Canada
My EU,FAMILY,3.8,4,13000000,100,Free,0.0,Everyone,Education,15-05-2017,3.2.1,4.1 and up,Canada
R-EU-READY,GAME,4.1,13,16000000,500,Free,0.0,Everyone,Trivia,02-03-2016,1.5,2.2 and up,UK
taxi.eu,TRAVEL_AND_LOCAL,4.1,1865,22000000,100000,Free,0.0,Everyone,Travel & Local,28-06-2018,10.7.1388,4.4 and up,UK
CVRIA,BUSINESS,4.7,68,3500000,10000,Free,0.0,Everyone,Business,11-05-2017,1.1.10,4.4 and up,Canada
TAXLANDIA,FAMILY,1.9,141,65000000,1000,Free,0.0,Everyone,Educational,06-03-2018,1.8.2,4.3 and up,Canada
European Solidarity Corps,SOCIAL,3.6,9,21000000,1000,Free,0.0,Teen,Social,05-07-2018,1.2.0,4.4 and up,UK
Have your say on Europe,COMMUNICATION,3.8,19,21000000,500,Free,0.0,Everyone,Communication,19-04-2018,1.1.0,4.1 and up,Australia
Doorstep EU,NEWS_AND_MAGAZINES,4.5,67,12000000,1000,Free,0.0,Everyone,News & Magazines,26-06-2018,1.8,4.1 and up,Canada
EURES - Your Job in Europe,BUSINESS,2.7,358,2000000,50000,Free,0.0,Everyone,Business,18-09-2017,1.4.1,2.3.3 and up,USA
Invasive Alien Species Europe,FAMILY,4.5,13,13000000,1000,Free,0.0,Everyone,Education,20-11-2017,1.0.6,4.4 and up,India
EU Exit poll,LIFESTYLE,5.0,10,9400000,100,Free,0.0,Everyone,Lifestyle,15-07-2016,1.6,4.1 and up,India
Schengen/EU App,TOOLS,4.0,24,11000000,1000,Free,0.0,Everyone,Tools,27-02-2018,1,4.1 and up,UK
Brexit EU,FAMILY,4.4,7,7500000,500,Free,0.0,Everyone,Casual,10-03-2016,1,2.3 and up,UK
EU Life Explorer,NEWS_AND_MAGAZINES,4.0,2,12000000,50,Free,0.0,Everyone,News & Magazines,08-05-2017,1.1,4.1 and up,Australia
EU VAT Checker,BUSINESS,3.1,7,39000,1000,Free,0.0,Everyone,Business,12-10-2011,1,1.6 and up,India
daskal.eu,FAMILY,5.0,5,15000000,50,Free,0.0,Everyone,Education,06-10-2017,2.3.3,4.4 and up,Canada
Inbox.eu,COMMUNICATION,3.7,98,9700000,10000,Free,0.0,Everyone,Communication,11-07-2018,6.4.7,4.3 and up,UK
CALIOPE EU: Air Quality,HEALTH_AND_FITNESS,3.9,21,2200000,1000,Free,0.0,Everyone,Health & Fitness,30-10-2015,1.1.2,4.0 and up,India
Going Abroad,FAMILY,3.0,606,42000000,50000,Free,0.0,Everyone 10+,Educational,16-08-2016,1.2,4.0 and up,Australia
Campervan.Guide Pro,TRAVEL_AND_LOCAL,4.2,238,67000000,10000,Paid,5.99,Everyone,Travel & Local,22-06-2018,4.6.2,4.1 and up,USA
Qserve EU MDR First Aid,BUSINESS,3.0,2,17000000,100,Free,0.0,Everyone,Business,11-05-2017,1.2.22,4.1 and up,Canada
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32200,15000000,5000000,Free,0.0,Everyone,Casual;Pretend Play,06-11-2017,1.2,4.1 and up,USA
Rail Planner Eurail/Interrail,MAPS_AND_NAVIGATION,4.2,3596,31000000,1000000,Free,0.0,Everyone,Maps & Navigation,15-06-2018,3.0.1 (70),4.0 and up,India
eu sou franky,BUSINESS,3.7,195,4000000,10000,Free,0.0,Everyone,Business,21-11-2016,1.0.1,4.0 and up,USA
efootwear.eu - online store,SHOPPING,4.5,928,8600000,100000,Free,0.0,Everyone,Shopping,02-08-2018,1.7.0,4.4 and up,UK
ChargeHub - Find EV & Tesla Charging Stations,MAPS_AND_NAVIGATION,4.6,796,25000000,50000,Free,0.0,Everyone,Maps & Navigation,18-05-2018,6.7.0,4.0.3 and up,USA
PlugShare,MAPS_AND_NAVIGATION,4.7,4501,26000000,100000,Free,0.0,Teen,Maps & Navigation,25-07-2018,3.5.1,4.0.3 and up,UK
NEXTCHARGE - Charging Stations,MAPS_AND_NAVIGATION,4.3,891,6400000,50000,Free,0.0,Everyone,Maps & Navigation,26-07-2018,4.5.1,4.1 and up,Canada
NissanConnect® EV & Services,LIFESTYLE,2.3,853,88000000,50000,Free,0.0,Everyone,Lifestyle,20-07-2018,6.2.0,4.4 and up,India
EV Connect,MAPS_AND_NAVIGATION,2.8,25,5800000,1000,Free,0.0,Everyone,Maps & Navigation,06-08-2018,2.10.0,5.0 and up,Canada
HondaLink EV,TOOLS,2.8,44,41000000,10000,Free,0.0,Everyone,Tools,20-06-2018,3.8,2.3 and up,USA
EV Stations Hawaii,MAPS_AND_NAVIGATION,3.6,7,2500000,1000,Free,0.0,Everyone,Maps & Navigation,30-05-2017,3.0.6,4.1 and up,UK
EV Trip Optimizer for Tesla,AUTO_AND_VEHICLES,3.2,46,6600000,1000,Free,0.0,Everyone,Auto & Vehicles,26-06-2018,3.4,4.1 and up,Australia
JuiceNet - Smart EV Charging,MAPS_AND_NAVIGATION,3.5,106,24000000,5000,Free,0.0,Everyone,Maps & Navigation,09-07-2018,2.1.223,4.0 and up,India
Zap-Map: EV charging points UK,MAPS_AND_NAVIGATION,3.8,181,9800000,10000,Free,0.0,Everyone,Maps & Navigation,06-07-2018,4.0.4,4.1 and up,UK
EV Charging,MAPS_AND_NAVIGATION,3.5,8,32000000,1000,Free,0.0,Everyone,Maps & Navigation,01-08-2017,2.0.0,4.1 and up,Australia
Simple EV Calc,PRODUCTIVITY,4.2,105,72000000,1000,Free,0.0,Everyone,Productivity,16-10-2017,2.2.2,4.4 and up,Canada
Electric Car Charging Points: Ev charger Stations,MAPS_AND_NAVIGATION,4.5,8,8100000,100,Free,0.0,Everyone,Maps & Navigation,03-08-2018,1.3,4.1 and up,India
ELMO EV Charging,MAPS_AND_NAVIGATION,3.4,14,6200000,1000,Free,0.0,Everyone,Maps & Navigation,25-01-2018,2.1.05,4.0.3 and up,Canada
Bolt - EV Charging Service,AUTO_AND_VEHICLES,3.0,9,8400000,100,Free,0.0,Everyone,Auto & Vehicles,23-03-2018,2.2.0,5.0 and up,Canada
To-U - free EV public charging,TRAVEL_AND_LOCAL,4.4,75,19000000,1000,Free,0.0,Everyone,Travel & Local,23-05-2018,2.9.0,4.1 and up,USA
Light Meter - EV,PHOTOGRAPHY,4.0,26,8500000,1000,Free,0.0,Everyone,Photography,02-08-2018,4.1.1,4.4 and up,USA
EV Finder,TOOLS,4.3,29,23000000,1000,Free,0.0,Everyone,Tools,07-02-2017,2.7,2.3 and up,India
EV Real Estate Search,LIFESTYLE,4.1,88,20000000,5000,Free,0.0,Everyone,Lifestyle,13-07-2018,5.600.49,4.0.3 and up,USA
Ev Dizayn,LIFESTYLE,3.6,30,5200000,5000,Free,0.0,Everyone,Lifestyle,04-03-2015,1,4.0 and up,Australia
Power Plug EV charger,MAPS_AND_NAVIGATION,3.7,13,3900000,1000,Free,0.0,Everyone,Maps & Navigation,22-12-2014,1.1,2.3.3 and up,Canada
Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52000000,1000000,Free,0.0,Everyone 10+,Simulation,02-08-2017,1.3,4.1 and up,Canada
Texas Hold'em EV Calculator,TOOLS,3.7,6,1300000,1000,Free,0.0,Everyone,Tools,08-11-2015,1,2.3 and up,Australia
Bird - Enjoy The Ride,TRAVEL_AND_LOCAL,4.3,2649,25000000,500000,Free,0.0,Everyone,Travel & Local,03-08-2018,4.1.1,4.4 and up,India
German Vocabulary Trainer,FAMILY,3.3,1218,1000000,100000,Free,0.0,Everyone,Education,24-08-2012,1,2.1 and up,Australia
REV Robotic Enhance Vehicles,FAMILY,4.4,2558,61000000,100000,Free,0.0,Everyone,Entertainment,16-01-2018,2.0.11,4.4 and up,UK
Electric Car Taxi Driver: NY City Cab Taxi Games,FAMILY,4.0,5886,54000000,1000000,Free,0.0,Everyone,Simulation,28-05-2018,1.2,4.0 and up,Australia
EV Calculator,TOOLS,4.9,85,19000000,1000,Free,0.0,Everyone,Tools,05-07-2018,1.2,4.1 and up,UK
Home Decoration Game,FAMILY,4.0,17543,19000000,5000000,Free,0.0,Everyone,Casual,25-01-2018,3.0.1,4.0 and up,India
